profile pic,nums/length username,fullname words,nums/length fullname,name==username,description length,external URL,private,#posts,#followers,#follows,fake
0,0.76,0,0.11,1,19,0,0,4,70,1836,1
1,0.78,0,0.02,1,17,0,0,7,79,1185,1
1,0.96,1,0.23,0,19,0,0,10,73,357,1
0,0.71,1,0.28,0,19,0,0,20,98,1375,1
1,0.08,1,0.01,0,67,0,1,111,7979,712,0
1,0.18,2,0.06,0,21,0,1,611,9437,833,0
0,0.69,1,0.27,1,4,0,1,4,40,610,1
1,0.78,1,0.37,0,14,0,1,14,76,587,1
1,0.65,0,0.39,1,0,0,1,11,90,651,1
0,1.0,1,0.33,1,18,0,0,14,47,582,1
1,0.11,3,0.02,0,56,0,0,455,9667,223,0
0,0.62,1,0.03,1,6,0,1,18,17,1499,1
0,0.52,1,0.26,1,18,0,0,6,85,655,1
1,0.23,1,0.01,0,132,0,0,504,3940,871,0
1,0.95,1,0.06,1,18,0,0,2,57,1824,1
0,0.5,0,0.01,1,15,0,1,12,16,111,1
1,0.06,1,0.05,0,105,1,1,674,7493,995,0
0,0.55,0,0.5,1,5,0,0,15,13,1366,1
0,0.71,0,0.38,1,10,0,1,3,44,767,1
0,0.82,1,0.18,1,12,0,0,9,56,835,1
1,0.13,1,0.07,0,78,1,1,924,8991,317,0
0,0.99,1,0.28,1,12,1,1,18,17,1736,1
1,0.27,1,0.02,0,68,0,1,683,8439,102,0
1,0.77,0,0.19,1,12,1,1,12,25,489,1
1,0.19,1,0.09,0,141,1,1,414,9094,902,0
0,0.97,1,0.27,1,12,0,0,8,61,767,1
0,0.75,1,0.42,1,15,0,0,3,57,1293,1
1,0.04,4,0.01,0,70,0,1,503,6281,137,0
1,0.21,4,0.08,1,48,1,1,754,2735,925,0
1,0.29,2,0.02,0,64,0,1,83,7932,571,0
1,0.29,4,0.08,0,99,1,1,95,1937,486,0
1,0.88,0,0.19,1,6,0,1,10,93,914,1
0,0.68,0,0.24,0,13,0,0,18,45,186,1
1,0.12,1,0.04,0,26,1,0,116,1240,168,0
1,0.07,2,0.0,0,110,1,1,670,8516,734,0
1,0.03,4,0.06,0,121,1,0,594,4649,358,0
1,0.14,4,0.06,1,136,0,0,731,7552,756,0
1,0.14,4,0.0,0,111,1,1,853,9018,971,0
1,0.15,2,0.04,0,90,1,0,196,5098,598,0
1,0.63,1,0.17,1,2,0,0,6,59,864,1
0,0.55,1,0.12,1,9,0,1,14,59,1762,1
1,0.93,0,0.09,0,7,0,0,18,93,272,1
1,0.17,2,0.09,0,129,0,1,335,3713,687,0
0,0.52,0,0.05,1,14,0,0,4,61,906,1
0,0.83,1,0.18,0,8,1,0,18,88,570,1
0,0.51,1,0.41,1,12,0,1,10,29,304,1
1,0.02,1,0.07,0,66,1,1,979,9786,378,0
0,0.6,1,0.41,1,9,0,0,20,28,106,1
0,0.86,0,0.3,1,9,1,0,15,53,1631,1
0,0.65,1,0.34,1,1,1,0,1,31,1595,1
1,0.15,4,0.06,1,56,0,1,825,8752,470,0
1,0.11,1,0.07,0,126,0,1,703,3631,881,0
1,0.05,1,0.1,0,122,1,1,969,554,166,0
1,0.02,1,0.07,0,79,0,1,949,4328,973,0
1,0.68,0,0.36,1,18,0,1,14,16,1126,1
0,0.91,0,0.21,0,7,0,0,11,39,1272,1
1,0.7,0,0.36,1,16,0,0,8,30,1504,1
1,0.62,0,0.3,1,19,0,1,20,23,1598,1
0,1.0,1,0.14,1,15,0,0,6,49,1019,1
1,0.04,3,0.09,0,111,1,1,646,6532,743,0
1,0.93,1,0.04,1,2,0,0,13,57,1646,1
1,0.29,2,0.07,1,140,1,1,720,1802,233,0
0,0.55,0,0.04,1,19,0,0,9,88,1462,1
1,0.19,3,0.01,0,98,1,1,132,2427,681,0
0,0.72,0,0.03,1,5,0,1,1,94,1784,1
0,0.93,0,0.24,1,4,0,0,3,16,234,1
1,0.16,3,0.06,0,27,1,0,858,9553,372,0
0,0.77,1,0.39,1,0,0,0,12,18,1244,1
1,0.1,2,0.02,1,21,0,1,504,8711,840,0
1,0.26,3,0.03,0,91,1,1,476,877,839,0
1,0.1,1,0.1,0,78,0,1,937,9525,403,0
0,0.79,0,0.48,1,17,1,1,0,75,643,1
1,0.23,1,0.1,0,148,0,1,465,8678,656,0
0,0.8,1,0.45,1,7,0,1,18,60,163,1
1,0.66,0,0.25,1,11,1,1,15,62,1394,1
1,0.26,2,0.07,0,44,0,1,744,9278,875,0
1,0.28,1,0.02,0,145,1,1,270,9427,551,0
1,0.27,3,0.01,0,114,0,1,323,5709,730,0
0,0.83,0,0.07,1,10,0,0,1,72,1467,1
0,0.58,0,0.05,1,11,0,0,14,42,671,1
1,0.21,1,0.04,0,97,0,1,398,1370,711,0
1,0.04,4,0.06,0,143,0,1,905,8477,158,0
0,0.67,1,0.4,1,14,0,0,15,36,670,1
1,0.2,3,0.07,0,75,0,0,666,7676,822,0
1,0.28,1,0.07,0,63,0,0,754,8763,605,0
1,0.01,4,0.09,0,72,1,1,929,7101,113,0
1,0.73,1,0.16,1,6,0,0,15,51,1727,1
0,0.77,0,0.31,1,3,0,1,7,54,130,1
0,0.58,1,0.06,1,12,0,0,3,93,1386,1
0,0.71,1,0.29,1,3,0,0,12,22,258,1
1,0.16,2,0.05,0,94,1,1,146,9070,142,0
1,0.25,2,0.02,0,116,1,1,565,7013,444,0
0,0.86,1,0.39,1,9,0,1,13,71,843,1
1,0.24,1,0.01,1,33,1,0,326,1640,794,0
1,0.1,4,0.02,0,42,0,1,143,5855,581,0
0,0.91,0,0.22,1,20,1,1,15,42,1295,1
1,0.57,1,0.17,1,1,0,1,19,96,293,1
1,0.19,3,0.04,0,34,1,1,763,7185,887,0
0,0.93,0,0.29,1,6,0,1,11,91,807,1
1,0.29,4,0.03,0,23,0,1,779,3784,940,0
0,0.64,1,0.29,0,15,0,1,10,67,1587,1
1,0.11,1,0.07,0,90,0,1,391,3756,192,0
0,0.86,0,0.38,1,20,0,0,10,55,568,1
1,0.11,3,0.04,0,138,1,1,133,5497,128,0
1,0.07,4,0.01,0,67,1,1,342,8415,291,0
1,0.08,3,0.02,0,22,0,1,797,6001,828,0
0,0.92,0,0.47,1,18,1,1,11,66,1450,1
1,0.14,4,0.1,0,49,0,1,931,7848,584,0
0,0.54,0,0.1,1,4,0,1,6,10,216,1
0,0.83,0,0.11,1,14,0,0,8,56,353,1
1,0.19,4,0.06,0,85,1,1,682,5001,673,0
1,0.22,2,0.06,0,91,0,0,504,1572,672,0
1,0.26,4,0.07,0,94,0,1,861,2965,573,0
1,0.05,1,0.07,0,122,0,1,507,883,829,0
1,0.01,2,0.04,0,56,1,1,1000,2883,880,0
1,0.08,3,0.05,0,134,0,0,962,6701,257,0
1,0.09,3,0.05,0,25,0,1,898,6253,232,0
1,0.04,1,0.03,0,120,1,1,100,244,825,0
0,0.72,0,0.27,1,4,0,0,13,98,1119,1
1,0.06,2,0.03,0,48,0,1,131,5742,670,0
1,0.06,3,0.01,0,30,0,0,77,3579,999,0
1,0.02,1,0.06,0,134,1,0,654,1945,876,0
0,0.84,0,0.06,0,1,1,1,11,55,575,1
0,0.86,0,0.41,1,14,0,0,9,90,422,1
1,0.11,2,0.02,0,25,1,0,242,5370,585,0
1,0.02,4,0.03,0,126,0,0,269,9264,578,0
1,0.2,4,0.08,0,86,0,1,549,5242,849,0
0,0.92,1,0.35,1,0,1,1,9,95,901,1
1,0.91,1,0.3,1,7,0,0,7,80,692,1
1,0.14,4,0.04,0,128,1,0,297,8307,888,0
1,0.07,2,0.04,0,90,0,1,780,9887,154,0
0,0.8,0,0.36,1,13,0,1,12,93,316,1
0,0.93,1,0.43,0,16,0,0,7,63,1786,1
1,0.22,1,0.02,0,58,1,1,835,7699,354,0
1,0.27,3,0.0,0,67,1,1,628,8582,493,0
0,0.77,1,0.46,1,0,0,0,6,63,366,1
0,0.99,1,0.13,1,20,0,1,9,30,1812,1
0,0.68,0,0.4,1,12,0,0,13,62,1110,1
1,0.14,3,0.04,0,47,1,0,899,8386,970,0
1,0.04,4,0.0,0,82,1,0,815,8663,805,0
1,0.21,3,0.05,0,41,0,1,486,1951,922,0
0,0.67,1,0.24,0,18,0,0,12,82,879,1
0,0.54,0,0.26,1,13,0,0,3,50,439,1
0,0.63,0,0.21,1,11,0,1,19,78,1813,1
1,1.0,0,0.31,1,5,0,0,19,84,1306,1
0,0.55,0,0.19,1,13,0,0,5,98,823,1
0,0.63,1,0.41,1,4,0,0,16,20,835,1
1,0.07,1,0.07,0,120,0,1,550,2599,772,0
0,0.81,1,0.18,1,0,0,0,15,31,826,1
1,0.16,1,0.09,0,37,0,0,965,720,500,0
0,0.9,1,0.45,1,3,0,0,18,46,1112,1
0,0.57,1,0.02,1,3,0,0,12,13,1817,1
0,0.51,1,0.35,1,17,0,1,16,41,1994,1
0,0.77,1,0.18,1,11,0,0,2,11,568,1
1,0.07,2,0.01,0,76,0,0,692,2420,870,0
1,0.57,1,0.21,1,20,0,0,13,76,528,1
1,0.1,1,0.04,0,80,1,1,575,9726,438,0
0,0.65,1,0.46,1,0,0,1,18,41,292,1
1,0.58,0,0.42,1,2,0,0,8,93,1238,1
1,0.17,2,0.04,0,43,0,1,959,8022,614,0
0,1.0,0,0.18,1,15,0,0,12,18,1438,1
1,0.23,1,0.06,0,49,0,1,656,4957,401,0
1,0.72,1,0.36,1,2,0,0,4,91,902,1
1,0.71,1,0.39,1,15,0,1,8,60,1083,1
1,0.27,4,0.07,0,67,1,1,558,9645,286,0
1,0.02,4,0.05,0,90,1,0,879,9570,965,0
0,0.98,0,0.47,1,5,0,1,17,35,1652,1
1,0.57,1,0.06,1,7,0,0,14,26,1893,1
1,0.26,3,0.04,0,137,0,1,585,1527,948,0
0,0.59,1,0.07,1,6,0,1,15,29,1593,1
0,0.59,1,0.37,1,3,0,0,18,66,893,1
0,0.77,0,0.07,1,19,0,1,6,56,1248,1
1,0.18,2,0.01,0,135,1,0,522,4480,292,0
1,0.65,0,0.09,1,10,0,1,5,97,1492,1
0,0.6,0,0.24,1,2,0,0,16,34,201,1
1,0.18,1,0.03,1,105,0,1,368,9657,503,0
0,0.75,0,0.17,1,6,0,1,1,13,1652,1
1,0.22,4,0.07,0,63,1,1,131,1212,921,0
0,0.71,0,0.1,1,15,0,0,1,22,1488,1
0,0.76,1,0.0,0,5,0,1,8,22,1770,1
1,0.98,1,0.46,0,13,0,0,9,17,463,1
0,0.73,1,0.32,1,5,0,1,11,21,503,1
1,0.92,1,0.33,1,2,1,0,1,78,346,1
0,0.93,1,0.23,1,3,0,1,8,87,487,1
0,0.68,0,0.29,1,16,0,1,2,35,1364,1
0,0.66,0,0.35,1,12,0,0,19,33,598,1
1,0.18,4,0.01,0,44,0,0,807,1163,402,0
1,0.24,2,0.1,0,77,1,1,305,8633,971,0
0,0.51,1,0.22,1,13,1,0,6,54,1877,1
0,0.55,0,0.37,1,0,0,0,10,42,1690,1
1,0.09,4,0.02,0,139,1,1,631,2780,625,0
1,0.28,1,0.08,0,89,1,0,589,3056,738,0
0,0.61,1,0.07,1,17,1,1,8,68,918,1
0,0.59,0,0.49,1,18,0,0,8,100,445,1
1,0.52,0,0.44,1,18,0,1,6,12,1976,1
1,0.14,3,0.06,0,106,1,1,107,6055,780,0
1,0.26,3,0.03,0,138,0,1,250,8742,270,0
0,0.99,0,0.19,1,8,0,1,16,17,1443,1
1,0.74,0,0.2,1,2,0,0,20,34,377,1
0,0.57,0,0.45,1,9,0,0,3,90,981,1
1,0.11,3,0.04,0,38,0,0,74,7180,459,0
1,0.15,4,0.0,0,130,0,1,311,2084,749,0
1,0.19,2,0.08,0,58,0,1,499,9061,763,0
0,0.73,0,0.47,1,10,0,0,10,26,492,1
1,0.29,4,0.09,0,32,0,1,201,482,309,0
1,0.08,4,0.03,0,114,1,1,823,4915,539,0
1,0.06,4,0.01,0,101,1,0,271,2691,311,0
1,0.1,3,0.08,0,44,0,0,544,7963,229,0
0,0.53,1,0.48,1,20,0,1,8,55,1403,1
1,0.29,4,0.07,0,60,0,1,483,8401,691,0
0,0.76,1,0.22,1,6,0,0,9,97,530,1
1,0.88,1,0.29,1,4,0,0,14,21,778,1
1,0.3,1,0.1,0,51,1,0,734,6441,380,0
1,0.05,4,0.02,0,104,1,1,635,293,394,0
0,0.99,1,0.37,1,3,0,1,3,33,1381,1
0,0.75,0,0.17,1,7,0,0,9,26,1020,1
1,0.65,1,0.07,1,1,0,1,10,30,839,1
1,0.27,3,0.1,0,137,0,0,990,4098,253,0
1,0.06,4,0.05,0,83,0,0,549,6900,250,0
0,0.58,1,0.26,1,13,0,1,11,38,480,1
1,0.14,4,0.08,0,28,1,0,231,8299,750,0
1,0.05,4,0.01,0,105,1,0,801,967,775,0
0,0.91,1,0.36,1,20,0,1,16,66,1588,1
0,0.86,0,0.13,1,12,0,0,19,83,109,1
0,0.99,1,0.08,1,3,0,0,0,60,979,1
1,0.22,2,0.07,0,131,1,0,91,5211,434,0
1,0.04,1,0.03,0,111,1,1,716,7506,356,0
0,0.77,0,0.26,0,10,0,0,14,81,348,1
1,0.03,4,0.01,0,104,0,1,710,5630,390,0
0,0.69,1,0.47,1,6,0,0,5,100,499,1
1,0.0,3,0.02,0,52,1,1,383,1583,337,0
1,0.06,4,0.03,0,146,1,0,654,2831,143,0
1,0.06,1,0.1,0,64,0,1,275,9486,881,0
0,0.99,0,0.23,1,19,0,1,6,80,1382,1
1,0.04,3,0.08,1,95,0,1,146,9102,452,0
1,0.2,3,0.1,0,136,0,1,736,7939,377,0
0,0.91,1,0.04,1,6,0,1,3,16,133,1
1,0.67,0,0.38,0,6,0,0,12,87,1049,1
0,0.54,1,0.32,0,18,0,1,14,25,1026,1
0,0.68,0,0.06,1,11,0,1,16,24,1752,1
0,0.83,1,0.32,0,12,0,1,14,74,1669,1
1,0.54,0,0.14,1,5,0,0,3,49,501,1
1,0.06,2,0.06,0,77,0,1,949,1363,625,0
1,0.14,1,0.02,0,144,1,1,362,5770,334,0
1,0.07,3,0.05,0,55,0,1,381,6731,409,0
1,0.26,1,0.06,0,126,1,1,269,6261,148,0
0,0.66,1,0.24,1,4,0,1,4,80,829,1
1,0.05,2,0.06,0,73,0,1,151,7145,889,0
1,0.18,2,0.04,0,113,0,0,158,7183,323,0
1,0.96,0,0.46,1,16,0,0,10,14,1274,1
0,0.98,0,0.2,1,17,0,0,15,35,1346,1
0,0.95,0,0.24,1,20,0,0,5,78,328,1
0,0.59,0,0.36,1,15,0,1,15,39,1480,1
1,0.99,1,0.22,0,2,0,0,1,83,1884,1
0,0.94,0,0.42,1,20,0,1,9,99,343,1
1,0.14,4,0.04,1,83,1,0,334,9674,999,0
1,0.3,3,0.06,0,71,0,0,606,1796,830,0
1,0.21,3,0.08,0,79,1,1,930,2008,997,0
1,0.27,3,0.08,1,90,0,0,559,8084,817,0
1,0.06,3,0.05,1,87,0,1,267,1439,742,0
1,0.16,4,0.07,0,121,0,1,285,5049,872,0
1,0.95,0,0.43,0,16,0,0,14,28,1650,1
0,0.81,1,0.31,0,12,0,0,12,76,620,1
1,0.3,3,0.04,0,79,0,0,54,598,727,0
0,0.9,0,0.38,1,9,1,1,1,67,1365,1
0,0.65,0,0.2,1,13,0,1,1,42,444,1
1,0.28,3,0.09,0,59,1,0,236,478,174,0
0,0.78,1,0.22,1,7,0,0,3,58,413,1
0,0.54,0,0.22,1,1,0,1,18,98,1773,1
1,0.29,4,0.0,0,76,0,0,644,9110,193,0
1,0.06,2,0.07,0,108,1,1,492,1013,285,0
1,0.17,2,0.06,1,45,1,1,311,4682,134,0
1,0.25,2,0.09,0,145,0,1,993,8678,745,0
1,0.13,4,0.08,1,100,1,1,130,8204,400,0
1,0.23,2,0.01,1,80,1,1,840,8765,107,0
1,0.28,4,0.08,0,112,1,1,132,5480,872,0
0,0.67,1,0.15,0,9,0,1,5,78,848,1
0,0.91,0,0.49,1,4,0,1,11,91,220,1
1,0.28,1,0.09,0,78,1,0,667,5536,727,0
1,0.95,0,0.28,1,9,0,1,12,39,805,1
0,0.72,1,0.17,1,20,0,0,9,34,1754,1
1,0.88,1,0.33,1,7,0,0,20,16,426,1
1,0.54,0,0.28,0,11,0,0,18,100,1046,1
1,0.14,2,0.05,1,71,0,0,79,7241,572,0
1,0.07,1,0.02,0,88,1,1,266,1638,500,0
1,0.78,0,0.37,1,0,0,0,20,40,1998,1
0,0.7,0,0.36,1,10,0,0,6,82,1738,1
1,0.1,4,0.05,0,97,0,1,839,3145,574,0
1,0.84,0,0.28,1,12,0,0,18,25,669,1
0,0.97,0,0.38,1,1,0,0,13,29,565,1
1,0.24,1,0.09,0,98,1,1,785,9308,798,0
0,0.54,1,0.46,1,17,0,1,5,62,776,1
1,0.27,2,0.0,0,125,1,1,998,1506,622,0
1,0.94,0,0.47,0,13,0,1,20,29,1195,1
0,0.57,0,0.47,1,4,0,1,5,76,1020,1
0,0.68,1,0.3,1,9,1,0,18,78,1711,1
0,0.57,0,0.24,1,15,0,0,7,54,1927,1
0,0.73,1,0.27,1,6,0,0,11,79,671,1
0,0.96,0,0.48,1,10,0,1,10,22,1967,1
1,0.17,4,0.05,1,116,0,0,946,9602,965,0
0,0.68,1,0.18,1,12,0,0,10,34,920,1
1,0.26,1,0.09,0,106,1,1,916,2408,306,0
1,0.3,1,0.03,0,123,0,1,760,2712,181,0
1,0.01,4,0.03,0,39,0,1,674,701,963,0
0,0.69,0,0.34,0,17,0,0,1,45,436,1
1,0.51,0,0.39,1,15,0,1,6,61,1224,1
0,0.68,1,0.07,1,15,0,0,14,45,1389,1
0,0.62,0,0.49,1,0,0,1,6,92,1682,1
0,0.98,1,0.37,1,1,1,0,1,87,1946,1
1,0.08,2,0.08,0,104,1,1,437,2915,797,0
0,0.95,1,0.03,1,7,0,0,19,24,832,1
0,0.75,1,0.43,1,19,0,1,5,97,416,1
0,0.78,1,0.43,1,8,0,0,9,11,1793,1
1,0.05,1,0.03,0,109,1,1,589,6485,433,0
1,0.04,1,0.1,0,134,1,1,920,6067,529,0
1,0.96,1,0.27,0,14,0,1,7,42,1096,1
0,0.67,0,0.06,1,13,0,0,11,45,1182,1
1,0.66,0,0.18,1,12,0,0,0,55,695,1
1,0.21,2,0.06,0,33,0,1,714,6826,698,0
1,0.29,4,0.04,0,134,1,1,250,2170,430,0
1,0.28,2,0.06,0,57,0,1,823,5256,709,0
1,0.03,2,0.03,0,35,1,1,309,5333,227,0
1,0.0,2,0.05,0,149,0,0,374,464,441,0
1,0.3,3,0.09,0,74,0,1,86,2924,755,0
1,0.06,1,0.02,0,23,0,1,237,6380,154,0
1,0.8,1,0.12,1,13,0,1,15,73,1238,1
0,0.52,0,0.38,0,9,0,1,15,62,1158,1
0,0.9,0,0.09,1,18,1,0,18,48,1024,1
0,0.98,0,0.25,1,13,0,0,9,79,147,1
1,0.12,3,0.08,0,56,1,0,153,2785,368,0
0,0.85,0,0.01,0,16,0,0,12,29,1234,1
0,0.82,1,0.43,1,7,0,1,14,36,1912,1
0,0.84,0,0.15,1,16,0,0,3,11,190,1
1,0.08,3,0.09,0,150,1,1,110,980,170,0
1,0.15,2,0.02,0,119,1,1,96,3120,939,0
0,0.92,0,0.18,0,12,0,0,15,49,1643,1
1,0.19,1,0.06,0,41,0,1,820,3187,731,0
1,0.02,3,0.08,0,144,0,1,207,2432,118,0
0,0.85,0,0.2,1,13,0,0,12,94,113,1
0,0.77,0,0.11,1,13,0,1,0,66,1247,1
1,0.8,0,0.27,0,4,0,0,15,33,299,1
0,0.98,0,0.14,1,20,0,0,2,20,478,1
0,0.71,0,0.28,1,20,0,0,16,43,1070,1
1,0.63,1,0.04,1,14,0,1,14,83,1495,1
1,0.03,1,0.08,0,149,0,1,844,8128,978,0
0,0.87,1,0.28,1,13,0,1,19,25,106,1
1,0.61,0,0.31,1,1,0,1,11,100,906,1
1,0.65,0,0.45,1,20,0,0,16,34,175,1
1,0.68,0,0.18,1,2,0,0,1,57,1066,1
0,0.92,1,0.44,1,10,0,0,15,11,615,1
0,0.88,1,0.15,1,2,0,0,17,45,1337,1
1,0.05,1,0.01,0,51,0,1,548,3277,725,0
0,0.57,1,0.25,1,4,1,0,6,91,831,1
0,0.78,1,0.4,1,17,0,0,9,72,1634,1
0,0.96,1,0.38,1,12,0,0,13,19,733,1
1,0.61,1,0.14,0,19,0,0,10,68,624,1
0,0.97,0,0.09,1,9,0,0,14,70,1062,1
1,0.17,3,0.01,0,39,1,1,845,2912,934,0
1,0.07,3,0.07,0,48,0,0,829,9097,741,0
0,0.53,1,0.13,1,3,0,0,14,95,540,1
1,0.24,4,0.1,1,33,1,1,563,3257,160,0
0,0.8,0,0.02,0,16,0,0,14,63,1984,1
0,0.67,1,0.1,1,5,0,1,1,37,404,1
1,0.28,1,0.03,0,76,0,1,914,6530,102,0
0,0.94,0,0.07,1,18,0,1,10,16,606,1
1,0.06,2,0.01,0,76,0,1,310,2140,910,0
1,0.17,1,0.09,0,119,0,0,291,7935,885,0
1,0.26,1,0.01,0,117,0,1,415,3675,165,0
0,0.97,1,0.46,1,1,0,1,12,97,1547,1
1,0.08,4,0.01,0,76,1,1,227,1830,377,0
1,0.17,1,0.06,1,109,0,1,101,8513,398,0
1,0.01,4,0.09,0,37,1,1,141,1874,761,0
1,0.2,4,0.08,0,99,0,1,647,8675,235,0
1,0.92,1,0.41,0,3,0,1,9,46,618,1
1,0.13,4,0.07,0,89,1,1,952,3251,821,0
1,0.24,1,0.01,0,140,0,1,414,3975,633,0
0,0.59,0,0.14,1,12,0,0,20,48,1341,1
0,0.52,0,0.41,1,1,1,0,1,33,1021,1
1,0.06,1,0.01,0,104,1,0,286,4612,494,0
1,0.24,3,0.04,0,38,0,1,379,2243,623,0
0,0.56,1,0.2,1,17,0,0,19,86,199,1
0,0.53,1,0.24,1,4,0,0,8,45,561,1
0,0.79,0,0.27,1,8,0,0,12,84,1048,1
1,0.17,3,0.1,0,50,0,1,470,3296,985,0
0,1.0,1,0.29,0,15,0,1,18,12,790,1
0,0.58,0,0.07,1,6,0,0,19,62,742,1
1,0.24,4,0.03,0,36,0,1,101,7848,971,0
1,0.14,4,0.01,0,112,0,0,414,4129,855,0
1,0.03,4,0.06,0,131,0,1,389,9506,604,0
0,0.64,1,0.18,1,11,0,0,15,100,1532,1
0,0.99,0,0.32,1,14,0,0,14,66,495,1
1,0.22,3,0.05,0,124,1,0,319,5693,532,0
1,0.21,2,0.05,0,74,0,1,678,5800,530,0
0,0.86,1,0.18,1,3,0,0,10,25,473,1
1,0.05,2,0.02,0,148,0,1,569,3964,369,0
1,0.19,2,0.04,0,137,0,1,542,7643,566,0
1,0.21,2,0.05,0,109,1,0,889,5192,722,0
1,0.5,1,0.38,1,0,0,0,12,96,950,1
1,0.22,1,0.02,0,110,0,0,369,1990,315,0
1,0.0,2,0.05,0,118,1,1,621,8881,876,0
1,0.24,4,0.05,0,144,1,0,145,5270,178,0
1,0.26,4,0.09,1,83,0,0,529,8242,579,0
1,0.16,2,0.01,0,125,0,1,948,3539,501,0
1,0.02,2,0.01,0,134,0,1,435,5393,373,0
1,0.21,2,0.1,0,29,0,0,161,4987,611,0
1,0.29,4,0.02,0,47,1,1,936,6245,143,0
1,0.65,1,0.26,1,18,0,0,12,56,1563,1
1,1.0,0,0.39,1,6,0,0,1,31,1760,1
1,0.89,1,0.39,1,14,0,0,0,17,1702,1
1,0.24,2,0.04,0,37,1,1,374,7670,991,0
1,0.78,1,0.18,1,11,0,0,6,97,655,1
0,0.93,1,0.44,1,13,1,0,8,41,240,1
1,0.13,2,0.06,0,99,0,1,115,9729,675,0
1,0.25,3,0.05,0,84,0,1,341,205,860,0
1,0.04,2,0.08,0,37,0,1,680,5981,358,0
1,0.02,4,0.02,0,45,0,0,722,6566,559,0
1,0.93,0,0.15,1,18,0,1,4,99,1093,1
1,0.75,0,0.16,1,8,0,1,12,81,1322,1
1,0.14,1,0.04,0,137,0,1,727,6758,536,0
1,0.19,2,0.07,0,53,0,1,962,269,529,0
0,0.89,1,0.07,1,12,0,1,6,96,1459,1
1,0.23,1,0.04,0,120,0,1,625,7674,706,0
1,0.72,1,0.01,1,20,0,1,0,26,1724,1
0,0.64,1,0.11,0,16,1,0,12,89,1200,1
1,0.26,2,0.04,0,29,1,1,332,6610,399,0
1,0.24,3,0.1,0,109,1,1,125,7135,748,0
1,0.18,4,0.01,0,62,1,1,317,5154,780,0
1,0.3,2,0.06,0,98,1,1,673,350,816,0
0,0.79,1,0.49,1,5,1,0,4,38,1520,1
0,0.85,1,0.29,1,16,0,0,5,10,1595,1
0,0.55,0,0.48,1,13,0,0,20,22,1151,1
1,0.25,2,0.04,0,82,1,1,830,4320,974,0
1,0.12,3,0.0,0,101,0,1,907,8329,766,0
1,0.79,0,0.16,1,20,0,1,19,84,1617,1
0,0.79,1,0.29,1,17,0,0,5,73,962,1
1,0.28,2,0.04,0,145,0,0,890,832,974,0
1,0.21,4,0.1,0,91,1,0,194,5790,712,0
1,0.27,3,0.1,1,95,0,1,467,8223,508,0
0,0.99,0,0.12,1,2,1,0,9,85,1628,1
1,0.11,2,0.0,0,58,0,1,472,2657,501,0
1,0.25,3,0.01,0,97,1,1,429,5000,713,0
0,0.88,1,0.34,1,18,0,1,3,66,1155,1
1,0.1,4,0.05,0,115,0,1,402,8598,925,0
1,0.63,1,0.37,1,18,0,1,6,39,1451,1
0,0.51,1,0.09,0,7,1,0,18,87,277,1
1,0.16,2,0.03,0,88,1,1,545,1364,174,0
1,0.54,0,0.38,1,7,0,0,8,90,107,1
1,0.06,2,0.09,0,43,0,1,143,3358,222,0
0,0.77,1,0.41,1,8,0,0,9,43,1133,1
0,0.74,0,0.29,1,0,0,1,14,31,1489,1
1,0.2,2,0.07,0,110,0,1,940,9068,915,0
0,0.87,0,0.07,1,13,0,0,20,29,1363,1
1,0.97,0,0.38,1,2,0,1,11,39,683,1
1,0.91,0,0.14,1,3,0,0,7,75,1965,1
1,0.29,3,0.06,0,60,1,1,804,2135,992,0
1,0.08,1,0.02,0,118,1,1,308,6579,361,0
1,0.24,2,0.1,0,122,1,1,673,8421,252,0
0,0.56,0,0.32,1,1,1,0,6,37,1297,1
1,0.7,1,0.32,0,4,0,1,12,90,853,1
1,0.29,2,0.04,0,103,1,1,251,2281,128,0
1,0.65,0,0.06,1,17,0,1,3,45,1534,1
1,0.62,1,0.01,1,4,0,1,6,80,1844,1
0,0.87,0,0.36,1,0,1,1,1,86,1828,1
1,0.13,2,0.07,1,124,0,1,83,7283,227,0
1,0.07,4,0.09,0,117,1,0,842,2345,155,0
1,0.19,4,0.02,0,95,0,1,446,1373,769,0
1,0.12,3,0.06,0,103,0,1,733,9535,851,0
1,0.68,1,0.28,0,0,0,0,13,20,1931,1
1,0.14,2,0.07,1,43,1,1,171,9422,159,0
0,0.64,1,0.47,0,19,0,0,19,44,940,1
1,0.55,1,0.07,1,3,0,1,0,65,642,1
1,0.95,1,0.17,1,15,0,1,1,15,652,1
1,0.25,2,0.07,0,49,1,1,418,656,693,0
1,0.72,0,0.23,1,19,0,0,10,12,1602,1
1,0.08,3,0.04,0,45,0,0,660,3337,723,0
1,0.2,2,0.1,0,139,0,1,596,3087,296,0
1,0.28,4,0.0,0,131,0,0,747,6778,821,0
0,0.95,0,0.41,1,0,1,1,20,18,345,1
0,0.64,0,0.34,1,7,1,0,6,95,268,1
1,0.89,1,0.0,0,15,0,1,6,33,301,1
1,0.08,4,0.02,0,123,0,0,941,8523,542,0
1,0.55,0,0.49,1,10,0,0,3,26,1937,1
1,0.5,0,0.31,1,9,0,0,1,44,1402,1
0,0.55,0,0.33,1,12,0,1,9,43,654,1
1,0.1,1,0.01,0,66,1,0,76,3773,419,0
